species	2016	2012	2008	2004	2000	1994	1988	2018	2017	1996	2015	2013	2009	2019	2011	2010	2006	2007	2005	2002	2014	2001	2003
Synthliboramphus antiquus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC					LC										
Synthliboramphus wumizusume	VU	VU	VU	VU	VU	VU	T	VU		VU						VU		VU	VU				
Ptychoramphus aleuticus	NT	LC	LC	LC	LR/lc	LR/lc	LR/lc	NT			NT		LC										
Aethia psittacula	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC					LC										
Aethia cristatella	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Aethia pygmaea	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC					LC										
Aethia pusilla	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC					LC										
Cerorhinca monocerata	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	LC				LC										
Fratercula arctica	VU	LC	LC	LC	LR/lc	LR/lc	LR/lc	VU	VU		VU		LC										
Fratercula corniculata	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC					LC										
Fratercula cirrhata	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC					LC										
Pandion haliaetus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc				LC	LC	LC	LC									
Aviceda cuculoides	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc				LC	LC	LC										
Aviceda madagascariensis	LC	LC	LC	LC	LR/lc	LR/lc	NT						LC										
Aviceda jerdoni	LC	LC	LC	LC	LR/lc	LR/nt	LR/lc				LC		LC										
Aviceda subcristata	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Aviceda leuphotes	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc				LC		LC										
Leptodon cayanensis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Chondrohierax uncinatus	LC	LC	LC	LC	LR/lc	NR	NR						LC										
Henicopernis longicauda	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Henicopernis infuscatus	VU	VU	VU	VU	VU	LR/nt	T	VU															
Pernis apivorus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc				LC	LC	LC										
Pernis ptilorhynchus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc				LC	LC	LC										
Lophoictinia isura	LC	LC	LC	LC	LR/lc	VU	LR/lc	LC		VU			LC										
Hamirostra melanosternon	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Elanoides forficatus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Macheiramphus alcinus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc					LC	LC										
Gampsonyx swainsonii	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Elanus caeruleus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc					LC	LC	LC									
Elanus axillaris	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Elanus leucurus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Elanus scriptus	NT	NT	NT	NT	LR/lc	LR/lc	LR/lc																
Chelictinia riocourii	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc				LC	LC	LC										
Rostrhamus sociabilis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Helicolestes hamatus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Harpagus bidentatus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Harpagus diodon	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Ictinia mississippiensis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Ictinia plumbea	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC					LC										
Milvus milvus	NT	NT	NT	LC	LR/lc	LR/lc	T	NT	NT			NT	NT						NT				
Haliastur sphenurus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Haliastur indus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Haliaeetus leucogaster	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Haliaeetus sanfordi	VU	VU	VU	VU	VU	VU	T			VU													
Haliaeetus vocifer	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc					LC	LC										
Haliaeetus vociferoides	CR	CR	CR	CR	CR	CR	T			CR	CR	CR	CR			CR							
Haliaeetus leucoryphus	VU	VU	VU	VU	VU	VU	T	EN	EN	VU								VU			VU		
Haliaeetus albicilla	LC	LC	LC	NT	LR/nt	LR/nt	T				LC	LC	LC						LC				
Haliaeetus leucocephalus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Haliaeetus pelagicus	VU	VU	VU	VU	VU	VU	T			VU		VU						VU					
Icthyophaga humilis	NT	NT	NT	NT	LR/nt	LR/nt	LR/lc																
Icthyophaga ichthyaetus	NT	NT	NT	NT	LR/nt	LR/nt	LR/lc				NT												
Gypohierax angolensis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc					LC	LC										
Gypaetus barbatus	NT	LC	LC	LC	LR/lc	LR/lc	NT		NT			LC	LC								NT		
Neophron percnopterus	EN	EN	EN	LC	LR/lc	LR/lc	LR/lc		EN					EN				EN			EN		
Necrosyrtes monachus	CR	EN	LC	LC	LR/lc	LR/lc	LR/lc		CR		CR		LC		EN								
Gyps africanus	CR	EN	NT	LC	LR/lc	LR/lc	LR/lc	CR	CR		CR							NT					
Gyps bengalensis	CR	CR	CR	CR	CR	LR/nt	LR/lc		CR		CR	CR	CR			CR					CR		
Gyps rueppelli	CR	EN	NT	LC	LR/lc	LR/lc	LR/lc				CR							NT			EN		
Gyps himalayensis	NT	LC	LC	LC	LR/lc	LR/lc	LR/lc		NT				LC								NT		
Gyps fulvus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc				LC	LC	LC										
Gyps coprotheres	EN	VU	VU	VU	VU	VU	T		EN	VU	EN	VU					VU				VU		
Aegypius monachus	NT	NT	NT	NT	LR/nt	LR/nt	T	NT	NT			NT					NT						
Torgos tracheliotos	EN	VU	VU	VU	VU	LR/lc	LR/lc		EN		EN							VU					
Trigonoceps occipitalis	CR	VU	VU	LC	LR/lc	LR/lc	LR/lc				CR							VU					
Sarcogyps calvus	CR	CR	CR	NT	LR/nt	LR/nt	LR/lc		CR		CR	CR	CR					CR					
Circaetus cinereus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc				LC		LC										
Circaetus fasciolatus	NT	NT	NT	NT	LR/nt	LR/nt	NT																
Circaetus cinerascens	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc					LC	LC										
Terathopius ecaudatus	NT	NT	LC	LC	LR/lc	LR/lc	LR/lc						NT				LC						
Spilornis cheela	LC	LC	LC	LC	NR	NR	NR						LC							LC			
Spilornis kinabaluensis	VU	VU	VU	VU	VU	DD	T			DD													
Spilornis rufipectus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Spilornis holospilus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Spilornis elgini	NT	NT	NT	NT	LR/nt	LR/nt	T		VU														
Dryotriorchis spectabilis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Eutriorchis astur	EN	EN	EN	EN	CR	CR	T			CR													
Circus aeruginosus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc				LC	LC	LC	LC									
Circus ranivorus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc					LC	LC										
Circus approximans	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc		LC				LC										
Circus macrosceles	EN	VU	VU	VU	VU	NR	NR											VU					
Circus buffoni	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Circus assimilis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Circus maurus	VU	VU	VU	VU	VU	LR/nt	NT		EN														
Circus cinereus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Circus macrourus	NT	NT	NT	NT	LR/nt	LR/nt	LR/lc	NT	NT			NT					NT						
Circus melanoleucos	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc				LC		LC										
Circus pygargus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc				LC	LC	LC										
Polyboroides typus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc				LC		LC										
Polyboroides radiatus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Kaupifalco monogrammicus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Melierax metabates	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Melierax poliopterus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Melierax canorus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Micronisus gabar	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Accipiter poliogaster	NT	NT	LC	LC	LR/lc	LR/nt	T						LC										
Accipiter trivirgatus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Accipiter griseiceps	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Accipiter castanilius	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Accipiter badius	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc				LC		LC										
Accipiter butleri	VU	VU	VU	VU	LR/nt	LR/nt	LR/lc													VU			
Accipiter brevipes	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC			LC	LC	LC										
Accipiter soloensis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc				LC		LC										
Accipiter francesiae	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Accipiter trinotatus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Accipiter fasciatus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Accipiter melanochlamys	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Accipiter albogularis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Accipiter rufitorques	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Accipiter haplochrous	NT	NT	NT	NT	LR/nt	LR/lc	LR/lc																
Accipiter henicogrammus	NT	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC								NT		
Accipiter luteoschistaceus	VU	VU	VU	VU	VU	LR/nt	LR/lc	VU															
Accipiter imitator	VU	VU	VU	VU	VU	EN	T			EN													
Accipiter poliocephalus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Accipiter princeps	VU	VU	VU	NT	LR/nt	LR/nt	NT									VU							
Accipiter superciliosus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Accipiter collaris	NT	NT	NT	NT	LR/nt	LR/nt	T																
Accipiter erythropus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Accipiter minullus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Accipiter gularis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc				LC		LC										
Accipiter virgatus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc				LC		LC										
Accipiter nanus	NT	NT	NT	NT	LR/nt	LR/nt	T																
Accipiter erythrauchen	NT	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC								NT		
Accipiter cirrocephalus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Accipiter brachyurus	VU	VU	VU	VU	VU	VU	T	VU		VU													
Accipiter rhodogaster	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Accipiter madagascariensis	NT	NT	NT	NT	LR/nt	LR/nt	NT	NT															
Accipiter ovampensis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc				LC		LC										
Accipiter nisus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc				LC	LC	LC										
Accipiter rufiventris	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Accipiter cooperii	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Accipiter gundlachi	EN	EN	EN	EN	EN	EN	T		EN	EN	EN												
Accipiter bicolor	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Accipiter melanoleucus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Accipiter henstii	NT	NT	NT	NT	LR/nt	LR/nt	NT																
Accipiter gentilis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc				LC	LC	LC										
Accipiter meyerianus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Erythrotriorchis buergersi	DD	DD	DD	DD	DD	DD	LR/lc			DD													
Erythrotriorchis radiatus	NT	NT	VU	VU	VU	EN	T			EN							VU						
Megatriorchis doriae	NT	NT	NT	NT	LR/nt	LR/nt	LR/lc					NT											
Urotriorchis macrourus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Butastur rufipennis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc				LC		LC										
Butastur teesa	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Butastur liventer	LC	LC	LC	LC	LR/lc	LR/nt	LR/lc		LC				LC										
Butastur indicus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc				LC	LC	LC								LC		
Geranospiza caerulescens	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Cryptoleucopteryx plumbea	VU	NT	NT	NT	LR/nt	LR/nt	T														VU		
Buteogallus schistaceus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Morphnarchus princeps	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Leucopternis melanops	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Leucopternis kuhli	LC	LC	LC	LC	LR/lc	LR/lc	NT						LC										
Buteogallus lacernulatus	VU	VU	VU	VU	VU	VU	T			VU													
Leucopternis semiplumbeus	LC	LC	LC	LC	LR/lc	LR/nt	LR/lc						LC										
Pseudastur albicollis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Pseudastur occidentalis	EN	EN	EN	EN	EN	EN	T			EN													
Pseudastur polionotus	NT	NT	NT	NT	LR/nt	LR/nt	T								NT								
Buteogallus aequinoctialis	NT	LC	LC	LC	LR/lc	LR/lc	LR/lc	NT				NT	LC								NT		
Buteogallus urubitinga	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Buteogallus meridionalis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Parabuteo unicinctus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Busarellus nigricollis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Geranoaetus melanoleucus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Buteogallus solitarius	NT	NT	NT	NT	LR/lc	LR/nt	T																
Buteogallus coronatus	EN	EN	EN	EN	VU	VU	T			VU													
Rupornis magnirostris	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Buteo lineatus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Buteo ridgwayi	CR	CR	CR	CR	CR	EN	T	CR		EN	CR	CR	CR			CR							
Buteo platypterus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Parabuteo leucorrhous	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Buteo brachyurus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Buteo albigula	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC					LC										
Buteo swainsoni	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Geranoaetus albicaudatus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Buteo galapagoensis	VU	VU	VU	VU	VU	VU	T			VU							VU						
Buteo albonotatus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Buteo solitarius	NT	NT	NT	NT	LR/nt	LR/nt	T																
Buteo jamaicensis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Buteo ventralis	VU	NT	NT	NT	LR/lc	LR/nt	T				VU												
Buteo brachypterus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Buteo hemilasius	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC			LC		LC										
Buteo regalis	LC	LC	LC	NT	LR/nt	LR/lc	LR/lc						LC										
Buteo lagopus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc				LC	LC	LC										
Buteo auguralis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc				LC		LC										
Buteo rufofuscus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Morphnus guianensis	NT	NT	NT	NT	LR/nt	LR/nt	T		NT														
Harpia harpyja	NT	NT	NT	NT	LR/nt	LR/nt	T		NT			NT											
Harpyopsis novaeguineae	VU	VU	VU	VU	VU	VU	T			VU													
Pithecophaga jefferyi	CR	CR	CR	CR	CR	CR	T	CR	CR	CR	CR	CR	CR					CR					
Ictinaetus malaiensis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Clanga pomarina	LC	LC	LC	LC	NR	NR	NR				LC	LC	LC					LC					
Clanga clanga	VU	VU	VU	VU	VU	VU	LR/lc			VU		VU			VU			VU					
Aquila rapax	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	VU			LC	LC	LC										
Aquila nipalensis	EN	LC	LC	LC	LR/lc	LR/lc	LR/lc				EN	LC	LC	EN	LC								
Aquila adalberti	VU	VU	VU	EN	VU	VU	T			VU		VU		VU					VU				
Aquila heliaca	VU	VU	VU	VU	VU	VU	T			VU		VU		VU				VU					
Aquila gurneyi	NT	NT	NT	NT	LR/nt	LR/nt	LR/lc																
Aquila chrysaetos	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc				LC	LC	LC										
Aquila audax	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Aquila verreauxii	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc					LC	LC										
Hieraaetus wahlbergi	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc				LC	LC	LC										
Aquila fasciata	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc					LC	LC	LC									
Aquila spilogaster	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Hieraaetus pennatus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc				LC	LC	LC										
Hieraaetus ayresii	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc				LC		LC										
Lophotriorchis kienerii	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NT					LC										
Polemaetus bellicosus	VU	NT	LC	LC	LR/lc	LR/lc	LR/lc	VU	VU			VU	NT										
Spizaetus melanoleucus	LC	LC	LC	LC	LR/lc	LR/nt	NT						LC										
Lophaetus occipitalis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Aquila africana	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Nisaetus nipalensis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc				LC		LC										
Nisaetus alboniger	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Nisaetus bartelsi	EN	EN	EN	EN	EN	EN	T		EN	EN													
Nisaetus lanceolatus	LC	LC	LC	LC	LR/lc	LR/nt	NT						LC										
Nisaetus nanus	VU	VU	VU	VU	VU	VU	T			VU													
Spizaetus tyrannus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Spizaetus ornatus	NT	NT	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Stephanoaetus coronatus	NT	NT	LC	LC	LR/lc	LR/lc	LR/lc	NT					LC										
Spizaetus isidori	EN	VU	NT	NT	LR/lc	LR/nt	NT									VU					EN		
Sagittarius serpentarius	VU	VU	LC	LC	LR/lc	LR/lc	LR/lc					VU	LC		VU								
Daptrius ater	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Ibycter americanus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Phalcoboenus carunculatus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Phalcoboenus megalopterus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Phalcoboenus albogularis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Phalcoboenus australis	NT	NT	NT	NT	LR/nt	LR/nt	NT																
Caracara cheriway	LC	LC	LC	LC	LR/lc	NR	NR						LC										
Milvago chimachima	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Phalcoboenus chimango	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC					LC										
Herpetotheres cachinnans	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Micrastur ruficollis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Micrastur plumbeus	VU	VU	VU	VU	VU	EN	T			EN													
Micrastur gilvicollis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Micrastur mirandollei	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Micrastur semitorquatus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Micrastur buckleyi	LC	LC	LC	LC	LR/lc	LR/lc	T						LC										
Spiziapteryx circumcincta	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Polihierax semitorquatus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Polihierax insignis	NT	NT	NT	NT	LR/nt	LR/nt	LR/lc																
Microhierax caerulescens	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Microhierax fringillarius	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Microhierax latifrons	NT	NT	NT	NT	LR/nt	LR/nt	NT		NT														
Microhierax erythrogenys	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Microhierax melanoleucos	LC	LC	LC	LC	LR/lc	LR/nt	NT						LC										
Falco berigora	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Falco naumanni	LC	LC	VU	VU	VU	VU	T	LC		VU		LC			LC								
Falco tinnunculus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc				LC	LC	LC										
Falco newtoni	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Falco punctatus	EN	VU	VU	VU	VU	EN	T			EN		VU					VU				EN		
Falco araeus	VU	VU	VU	VU	VU	VU	LR/lc			VU							VU				VU		
Falco moluccensis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Falco cenchroides	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Falco sparverius	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Falco rupicoloides	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Falco alopex	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc				LC		LC										
Falco ardosiaceus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Falco dickinsoni	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Falco zoniventris	LC	LC	LC	LC	LR/lc	LR/lc	NT						LC										
Falco vespertinus	NT	NT	NT	LC	LR/lc	LR/lc	LR/lc	NT	NT			NT							NT				
Falco amurensis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc				LC		LC										
Falco eleonorae	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc		LC		LC	LC	LC										
Falco concolor	NT	NT	NT	LC	LR/lc	LR/lc	LR/lc		VU			NT									NT		
Falco femoralis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC					LC								LC		
Falco columbarius	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc				LC		LC										
Falco rufigularis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Falco subbuteo	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc				LC	LC	LC										
Falco cuvierii	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc				LC		LC										
Falco severus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc				LC	LC	LC										
Falco longipennis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Falco novaeseelandiae	NT	NT	NT	NT	LR/nt	LR/nt	NT									NT							
Falco hypoleucos	VU	VU	NT	NT	LR/nt	VU	T			VU													
Falco subniger	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Falco biarmicus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc				LC	LC	LC										
Falco jugger	NT	NT	NT	NT	LR/lc	LR/lc	LR/lc																
Falco cherrug	EN	EN	EN	EN	LR/lc	LR/lc	NT				EN	EN				VU							
Falco rusticolus	LC	LC	LC	LC	LR/lc	LR/lc	NT				LC		LC										
Falco mexicanus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Falco deiroleucus	NT	NT	LC	LC	LR/lc	LR/nt	T						LC										
Falco fasciinucha	VU	NT	NT	NT	LR/nt	VU	NT			VU											VU		
Rollandia rolland	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Rollandia microptera	EN	EN	EN	EN	LR/lc	LR/lc	NT										EN			EN			
Tachybaptus ruficollis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc		LC				LC										
Tachybaptus novaehollandiae	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Tachybaptus rufolavatus	EX	EX	CR	CR	CR	CR	T			CR			CR			EX							
Tachybaptus pelzelnii	VU	VU	VU	VU	VU	VU	T	EN		VU						VU							
Tachybaptus dominicus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Podilymbus podiceps	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Podilymbus gigas	EX	EX	EX	EX	EX	EX	T			EX													
Poliocephalus poliocephalus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Poliocephalus rufopectus	NT	VU	VU	VU	VU	EN	LR/lc			EN	NT												
Podiceps major	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Podiceps grisegena	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	LC				LC										
Podiceps cristatus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC					LC	LC									
Podiceps auritus	VU	LC	LC	LC	LR/lc	LR/lc	LR/lc	VU			VU		LC										
Podiceps nigricollis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	LC				LC										
Podiceps andinus	EX	EX	EX	EX	EX	EX	T			EX													
Podiceps taczanowskii	CR	CR	CR	CR	CR	CR	T	CR		CR	CR	CR	CR	CR		CR	CR						
Podiceps gallardoi	CR	CR	NT	NT	LR/nt	LR/nt	T	CR			CR	CR	EN	CR			NT	NT					
Aechmophorus occidentalis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC	LC									
Aechmophorus clarkii	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc						LC										
Phaethon aethereus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC				LC	LC	LC									
Phaethon rubricauda	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC				LC	LC										
Phaethon lepturus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	LC				LC										
Papasula abbotti	EN	EN	EN	CR	CR	VU	T	EN		VU				EN		EN	EN		EN				
Morus bassanus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC					LC										
Morus capensis	VU	VU	VU	VU	VU	LR/nt	LR/lc	EN	EN									VU					
Morus serrator	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC					LC										
Sula nebouxii	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC					LC										
