species	2016	2008	1996	1994	2015	2002	1990	1988	1986	2004	2019	2000	2013	2006	1965	1992	2017	2003	2018	2014	1982	2007	2009	2010	2012	2011
Tarsipes rostratus	LC	LC	LR/lc																							
Tarsius bancanus		VU	LR/lc									LR/lc														
Tarsius dentatus		VU	DD	I								LR/cd														
Tarsius lariang		DD																								
Tarsius pelengensis		EN	DD									DD														
Tarsius pumilus		DD	DD	I			I	I				DD														
Tarsius sangirensis		EN	DD									DD														EN
Tarsius syrichta		NT	LR/cd				E	E	E			DD														
Tarsius tarsier		VU	DD	K								LR/nt														
Tarsius tumpara																										CR
Tarsius wallacei																										DD
Tarsomys apoensis	LC	LC	LR/lc																							
Tarsomys echinatus		VU	VU								VU															
Tasmacetus shepherdi		DD	DD	K															DD							
Tateomys macrocercus		DD	VU														DD									
Tateomys rhinogradoides		DD	VU														DD									
Tatera indica		LC	LR/lc														LC									
Taterillus arenarius	LC	LC	LR/lc							LC																
Taterillus congicus	LC	LC	LR/lc							LC																
Taterillus emini	LC	LC	LR/lc							LC																
Taterillus gracilis	LC	LC	LR/lc							LC																
Taterillus lacustris		LC	LR/lc							LC							LC									
Taterillus petteri	LC	LC	LR/lc							LC																
Taterillus pygargus	LC	LC	LR/lc							LC																
Taterillus tranieri		LC								DD							LC									
Taxidea taxus	LC	LC	LR/lc																							
Tayassu pecari		NT	LR/lc										VU													
Tenrec ecaudatus	LC	LC	LR/lc		LC									LC												
Tetracerus quadricornis		VU	VU	V													VU	VU								
Thallomys loringi	LC	LC	LR/lc							LC																
Thallomys nigricauda	LC	LC	LR/lc							LC																
Thallomys paedulcus	LC	LC	LR/lc							LC																
Thallomys shortridgei		DD	LR/nt							DD	DD															
Thalpomys cerradensis		LC	LR/lc														LC									
Thalpomys lasiotis		LC	LR/lc														LC									
Thamnomys kempi	VU	VU	LR/lc							VU																
Thamnomys schoutedeni	DD	DD								DD																
Thamnomys venustus	LC	VU	LR/lc	K						NT																
Thaptomys nigrita		LC	LR/lc														LC									
Theropithecus gelada		LC	LR/nt	R			R	R																		
Thomasomys andersoni											DD															
Thomasomys apeco		VU																								
Thomasomys aureus	LC																									
Thomasomys auricularis											DD															
Thomasomys australis											DD															
Thomasomys baeops	LC	LC	LR/lc																							
Thomasomys bombycinus		DD	LR/lc																VU							
Thomasomys caudivarius	LC	LC																								
Thomasomys cinereiventer																	LC									
Thomasomys cinereus	LC	LC	LR/lc																							
Thomasomys cinnameus	LC	LC																								
Thomasomys contradictus																	DD									
Thomasomys daphne	LC																									
Thomasomys dispar																	DD									
Thomasomys eleusis	LC	LC	LR/lc																VU							
Thomasomys emeritus																	DD									
Thomasomys erro	LC	LC																								
Thomasomys fumeus											DD															
Thomasomys gracilis		NT	LR/lc																							
Thomasomys hudsoni		DD																	VU							
Thomasomys hylophilus		EN	LR/lc																VU							
Thomasomys incanus		VU	LR/lc														LC									
Thomasomys ischyrus		VU	LR/lc														LC									
Thomasomys kalinowskii		VU	LR/lc														LC									
Thomasomys ladewi	LC	LC	LR/lc								LC															
Thomasomys laniger																	LC									
Thomasomys macrotis		VU																								
Thomasomys monochromos		EN	LR/nt								VU															
Thomasomys nicefori																	LC									
Thomasomys niveipes	LC	LC	LR/lc								LC															
Thomasomys notatus	LC	LC	LR/nt								LC															
Thomasomys onkiro		VU																								
Thomasomys oreas	LC	LC	LR/lc								LC															
Thomasomys paramorum	LC	LC	LR/lc																							
Thomasomys popayanus																	DD									
Thomasomys praetor		DD									NT															
Thomasomys princeps											DD															
Thomasomys pyrrhonotus		VU	LR/lc																							
Thomasomys rosalinda		DD	LR/lc																EN							
Thomasomys silvestris	LC	LC	LR/lc																							
Thomasomys taczanowskii	LC	LC	LR/lc								LC															
Thomasomys ucucha		VU																	VU							
Thomasomys vestitus		LC	LR/lc																							
Thomasomys vulcani																			LC							
Thomomys bottae	LC	LC	LR/lc																							
Thomomys bulbivorus	LC	LC	LR/lc																							
Thomomys clusius		LC	LR/lc														LC									
Thomomys idahoensis		LC	LR/lc									LR/nt					LC									
Thomomys mazama	LC	LC	LR/lc									LR/nt														
Thomomys monticola	LC	LC	LR/lc																							
Thomomys talpoides	LC	LC	LR/lc																							
Thomomys townsendii	LC	LC	LR/lc																							
Thomomys umbrinus	LC	LC	LR/nt									LR/lc														
Thoopterus nigrescens		LC	LR/nt																							
Thrichomys apereoides	LC	LC	LR/lc																							
Thrichomys inermis	LC	LC																								
Thrichomys laurentius	DD																									
Thrichomys pachyurus	LC	LC																								
Thryonomys gregorianus		LC	LR/lc							LC							LC									
Thryonomys swinderianus	LC	LC	LR/lc							LC																
Thylamys cinderella	LC																									
Thylamys citellus	LC																									LC
Thylamys elegans	LC	LC	LR/lc																							
Thylamys fenestrae	NT																									LC
Thylamys karimii	VU	VU																								
Thylamys macrurus		NT	LR/nt		NT																					NT
Thylamys pallidior					LC								LC													
Thylamys pulchellus	LC																									LC
Thylamys pusillus					LC																					LC
Thylamys tatei		DD			DD																					
Thylamys velutinus	NT	LC	LR/lc																							
Thylamys venustus	DD	DD																								
Thylogale billardierii	LC	LC	LR/lc																							
Thylogale browni	VU	VU	VU																							
Thylogale brunii	VU	VU	VU	V																						
Thylogale calabyi		EN	EN	E							EN															
Thylogale lanatus	EN	EN																								
Thylogale stigmatica	LC	LC	LR/lc																							
Thylogale thetis	LC	LC	LR/lc																							
Thyroptera devivoi		DD			DD																					
Thyroptera discifera		LC	LR/lc																LC							
Thyroptera lavali	DD	DD	VU																							
Thyroptera tricolor		LC	LR/lc		LC																					
Thyroptera wynneae	DD																									
Tlacuatzin canescens		LC	DD														LC									
Tokudaia muenninki	CR	CR	EN	V								CR														
Tokudaia osimensis	EN	EN	EN	V			E	I	I			EN														
Tokudaia tokunoshimensis	EN	EN																								
Tolypeutes matacus		NT	LR/nt											NT						NT				NT		
Tolypeutes tricinctus		VU	VU	E			I	I	I					VU						VU	I			VU		
Tomopeas ravus	EN	VU	VU																							
Tonatia bidens	DD	DD	LR/lc																							
Tonatia saurophila		LC	LR/lc																LC							
Tonkinomys daovantieni	DD	DD																								
Toromys grandis	LC	LC	LR/lc																							
Toromys rhipidurus	DD																									
Trachops cirrhosus		LC	LR/lc		LC																					
Trachypithecus auratus		VU	VU									EN														
Trachypithecus barbei		DD																								
Trachypithecus cristatus		NT	LR/nt																							
Trachypithecus delacouri		CR	CR									CR						CR								
Trachypithecus francoisi		EN										VU														
Trachypithecus geei		EN	DD	R			R	R	R	EN		EN														
Trachypithecus germaini		EN										DD														
Trachypithecus hatinhensis		EN										EN														
Trachypithecus johnii		VU	VU	I			E	E	V	VU		VU														
Trachypithecus laotum		VU	DD									DD														
Trachypithecus obscurus		NT	LR/lc									LR/lc														
Trachypithecus phayrei		EN	DD																							
Trachypithecus pileatus		VU	VU									EN														
Trachypithecus poliocephalus		CR	EN									CR														
Trachypithecus shortridgei		EN										EN														
Trachypithecus vetulus		EN	VU									EN														
Tragelaphus angasii	LC	LC	LR/cd																							
Tragelaphus buxtoni	EN	EN	EN	E			E	E														EN				
Tragelaphus derbianus		LC	LR/nt	V													VU									
Tragelaphus eurycerus	NT	NT	LR/nt																							
Tragelaphus imberbis	NT	NT	LR/cd																							
Tragelaphus oryx	LC	LC	LR/cd																							
Tragelaphus scriptus	LC	LC	LR/lc																							
Tragelaphus spekii	LC	LC	LR/nt																							
Tragelaphus strepsiceros	LC	LC	LR/cd																							
Tragulus javanicus		DD	LR/lc		DD																					
Tragulus kanchil		LC			LC																					
Tragulus napu		LC	LR/lc		LC																				LC	
Tragulus nigricans		EN	EN	V	EN																					
Tragulus versicolor		DD			DD																					
Tragulus williamsoni		DD			DD																					
Transandinomys bolivaris	LC	LC	LR/lc																							
Transandinomys talamancae		LC	LR/lc														LC									
Tremarctos ornatus		VU	VU	V			V	V	V								VU				V					
Triaenops afer																	LC									
Triaenops parvus																	DD									
Triaenops persicus																	LC									
Triaenops rufus		LC										DD					LC									
Trichechus inunguis	VU	VU	VU	V			V	V	V												V	VU				
Trichechus manatus		VU	VU	V			V	V	V												V	VU				
Trichechus senegalensis		VU	VU	V	VU		V	V	V					VU												
Trichosurus caninus	LC	LC	LR/lc																							
Trichosurus cunninghami	LC	LC																								
Trichosurus vulpecula	LC	LC	LR/lc																							
Trichys fasciculata		LC	LR/lc														LC									
Trinomys albispinus	LC	LC	LR/nt																							
Trinomys dimidiatus	LC	LC	LR/lc																							
Trinomys eliasi	NT	EN																								
Trinomys gratiosus	LC	LC																								
Trinomys iheringi	LC	LC	LR/lc																							
Trinomys mirapitanga	DD	DD																								
Trinomys moojeni	EN	EN																								
Trinomys paratus	DD	DD																								
Trinomys setosus	LC	LC	LR/lc																							
Trinomys yonenagae	EN	EN																								
Trinycteris nicefori		LC	LR/lc		LC																					
Trogopterus xanthipes	NT	NT	EN																							
Tryphomys adustus	DD	DD	VU																							
Tscherskia triton	LC	LC	LR/lc																							
Tupaia belangeri	LC	LC	LR/lc																							
Tupaia chrysogaster	EN	EN	VU																VU							
Tupaia discolor											DD															
Tupaia dorsalis		DD	LR/lc								DD															
Tupaia everetti	LC	LC	VU								LC															
Tupaia ferruginea																	DD									
Tupaia glis																	LC									
Tupaia gracilis	LC	LC	LR/lc																							
Tupaia hypochrysa																	DD									
Tupaia javanica	LC	LC	LR/lc																							
Tupaia longipes																	LC									
Tupaia minor	LC	LC	LR/lc																							
Tupaia montana	LC	LC	LR/lc																							
Tupaia nicobarica	EN	EN	EN									EN														
Tupaia palawanensis																	LC									
Tupaia picta	LC	LC	LR/lc																							
Tupaia salatana																	LC									
Tupaia splendidula	LC	LC	LR/lc																							
Tupaia tana	LC	LC	LR/lc																							
Tursiops aduncus		DD	DD																						DD	
Tursiops truncatus		LC	DD	K							LC														LC	
Tylomys bullaris		CR	CR								CR															
Tylomys fulviventer		DD	LR/nt								DD															
Tylomys mirae	LC	LC	LR/lc																							
Tylomys nudicaudus		LC	LR/lc														LC									
Tylomys panamensis		DD	VU								DD															
Tylomys tumbalensis		CR	CR								CR															
Tylomys watsoni		LC	LR/lc														LC									
Tylonycteris pachypus		LC	LR/lc																							
Tylonycteris robustula		LC	LR/lc																							
Tympanoctomys aureus	CR	CR											CR													
Tympanoctomys barrerae	NT	NT	VU	V			V						NT													
Tympanoctomys kirchnerorum	DD																									
Tympanoctomys loschalchalerosorum	CR	CR											CR													
Typhlomys cinereus		LC	LR/lc														LC									
Uranomys ruddi		LC	LR/lc							LC							LC									
Urocitellus armatus	LC	LC	LR/lc																							
Urocitellus beldingi	LC	LC	LR/lc																							
Urocitellus brunneus			CR									CR														
Urocitellus canus		LC	LR/lc														LC									
Urocitellus columbianus	LC	LC	LR/lc																							
Urocitellus elegans		LC	LR/lc														LC									
Urocitellus endemicus			VU									VU							VU							
Urocitellus mollis	LC	LC	LR/lc																							
Urocitellus parryii	LC	LC	LR/lc									LR/lc														
Urocitellus richardsonii	LC	LC	LR/lc																							
Urocitellus townsendii	VU	VU	DD									DD														
Urocitellus undulatus	LC	LC	LR/lc																							
Urocitellus washingtoni	NT	NT	VU									VU														
Urocyon cinereoargenteus	LC	LC	LR/lc							LC																
Urocyon littoralis		CR	LR/cd	R			R			CR			NT													
