	species	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021
3263	Myosorex tenuis				DD				DD													
3264	Myosorex varius				LC				LC								LC					
3265	Myosorex zinki				VU				VU								LC					
3266	Myospalax aspalax								LC								LC					
3267	Myospalax myospalax								LC								LC					
3268	Myospalax psilurus								LC								LC					
3269	Myotis adversus								LC													
3270	Myotis aelleni								DD								DD					
3271	Myotis albescens								LC								LC					
3272	Myotis alcathoe								DD								DD					
3273	Myotis altarium								LC											LC		
3274	Myotis anjouanensis				DD				DD											DD		
3275	Myotis annamiticus								DD								DD					
3276	Myotis annatessae																			DD		
3277	Myotis annectans								LC													
3278	Myotis atacamensis								NT								EN					
3279	Myotis ater								LC													
3280	Myotis aurascens								LC								LC					
3281	Myotis auriculus								LC									LC				
3282	Myotis australis								DD													
3283	Myotis austroriparius								LC									LC				
3284	Myotis badius																			DD		
3285	Myotis bechsteinii								NT								NT					
3286	Myotis blythii								LC								LC					
3287	Myotis bocagii				LC				LC									LC				
3288	Myotis bombinus								NT											NT		
3289	Myotis borneoensis																	DD				
3290	Myotis brandtii								LC													
3291	Myotis bucharensis								DD											DD		
3292	Myotis californicus								LC									LC				
3293	Myotis capaccinii								VU								VU					
3294	Myotis chiloensis								LC								LC					
3295	Myotis chinensis								LC											LC		
3296	Myotis ciliolabrum								LC									LC				
3297	Myotis cobanensis								DD								DD					
3298	Myotis csorbai				DD				DD								DD					
3299	Myotis dasycneme								NT								NT					
3300	Myotis daubentonii								LC													
3301	Myotis davidii								LC											LC		
3302	Myotis dieteri								DD											DD		
3303	Myotis diminutus																	DD				
3304	Myotis dinellii								LC								LC					
3305	Myotis dominicensis								VU								VU					
3306	Myotis elegans								LC								LC					
3307	Myotis emarginatus								LC								LC					
3308	Myotis escalerai																	LC				
3309	Myotis evotis								LC									LC				
3310	Myotis federatus																	DD				
3311	Myotis fimbriatus																			LC		
3312	Myotis findleyi								EN								EN					
3313	Myotis formosus								LC													
3314	Myotis fortidens								LC									LC				
3315	Myotis frater								DD													
3316	Myotis gomantongensis								LC													
3317	Myotis goudoti								LC									LC				
3318	Myotis grisescens								NT										VU			
3319	Myotis hajastanicus								CR													
3320	Myotis hasseltii								LC													
3321	Myotis hermani								DD								DD					
3322	Myotis horsfieldii								LC											LC		
3323	Myotis ikonnikovi								LC													
3324	Myotis indochinensis																			DD		
3325	Myotis insularum								DD													
3326	Myotis izecksohni																	DD				
3327	Myotis keaysi								LC								LC					
3328	Myotis keenii								LC									LC				
3329	Myotis laniger								LC											LC		
3330	Myotis lavali																	LC				
3331	Myotis leibii								LC										EN			
3332	Myotis levis								LC								LC					
3333	Myotis longipes								DD								DD					
3334	Myotis lucifugus								LC										EN			
3335	Myotis macrodactylus								LC											LC		
3336	Myotis macropus								LC													
3337	Myotis macrotarsus								NT											LC		
3338	Myotis martiniquensis																NT					
3339	Myotis melanorhinus								LC									LC				
3340	Myotis moluccarum								LC													
3341	Myotis montivagus								LC													
3342	Myotis morrisi				VU				DD											DD		
3343	Myotis muricola																			LC		
3344	Myotis myotis								LC								LC					
3345	Myotis mystacinus								LC								LC					
3346	Myotis nattereri								LC													
3347	Myotis nesopolus								LC								LC					
3348	Myotis nigricans								LC											LC		
3349	Myotis nipalensis								LC											LC		
3350	Myotis nyctor																VU					
3351	Myotis occultus								LC										LC			
3352	Myotis oreias								DD								DD					
3353	Myotis oxyotus								LC										LC			
3354	Myotis peninsularis								EN								EN					
3355	Myotis pequinius								LC											LC		
3356	Myotis peytoni																	DD				
3357	Myotis pilosus								NT											VU		
3358	Myotis planiceps								EN								EN					
3359	Myotis pruinosus								EN											EN		
3360	Myotis punicus				DD				NT								DD					
3361	Myotis ridleyi								NT													
3362	Myotis riparius								LC								LC					
3363	Myotis rosseti								LC													
3364	Myotis ruber								NT											NT		
3365	Myotis rufopictus								DD								DD					
3366	Myotis schaubi								DD								DD					
3367	Myotis scotti				VU				VU									VU				
3368	Myotis secundus																	LC				
3369	Myotis septentrionalis								LC										NT			
3370	Myotis sicarius				VU				VU											VU		
3371	Myotis siligorensis								LC													
3372	Myotis simus								DD								DD					
3373	Myotis sodalis								EN								NT					
3374	Myotis soror																	DD				
3375	Myotis stalkeri								DD													
3376	Myotis thysanodes								LC									LC				
3377	Myotis tricolor				LC				LC									LC				
3378	Myotis velifer								LC											LC		
3379	Myotis vivesi								VU								VU					
3380	Myotis volans								LC											LC		
3381	Myotis welwitschii				LC				LC									LC				
3382	Myotis yanbarensis								CR											CR		
3383	Myotis yumanensis								LC											LC		
3384	Myrmecobius fasciatus								EN								EN					
3385	Myrmecophaga tridactyla						NT		NT		VU				VU							
3386	Mysateles melanurus								VU										VU			
3387	Mysateles prehensilis								NT													
3388	Mystacina tuberculata								VU													
3389	Mystromys albicaudatus			EN	EN				EN											VU		
3390	Myzopoda aurita								LC									LC				
3391	Myzopoda schliemanni								LC									LC				
3392	Naemorhedus baileyi								VU													
3393	Naemorhedus caudatus								VU													
3394	Naemorhedus goral								NT													
3395	Naemorhedus griseus								VU													
3396	Nandinia binotata								LC							LC						
3397	Nanger dama						CR		CR								CR					
3398	Nanger granti								LC								LC					
3399	Nanger soemmerringii							VU	VU								VU					
3400	Nannosciurus melanotis								LC								LC					
3401	Nannospalax ehrenbergi				LC				DD													
3402	Nannospalax leucodon								DD													
3403	Nannospalax xanthodon								DD													
3404	Nanonycteris veldkampii				LC				LC									LC				
3405	Napaeozapus insignis								LC								LC					
3406	Nasalis larvatus								EN													
3407	Nasua narica								LC								LC					
3408	Nasua nasua								LC								LC					
3409	Nasuella meridensis																EN					
3410	Nasuella olivacea																NT					
3411	Natalus espiritosantensis								NT								NT					
3412	Natalus jamaicensis								CR								CR					
3413	Natalus major								NT								NT					
3414	Natalus mexicanus																			LC		
3415	Natalus primus								CR								VU					
3416	Natalus stramineus								LC								LC					
3417	Natalus tumidirostris								LC								LC					
3418	Neacomys dubosti								LC									LC				
3419	Neacomys guianae								LC								LC					
3420	Neacomys minutus								LC									LC				
3421	Neacomys musseri								LC									LC				
3422	Neacomys paracou								LC									LC				
3423	Neacomys pictus								DD											DD		
3424	Neacomys spinosus								LC								LC					
3425	Neacomys tenuipes								LC								LC					
3426	Neamblysomus gunningi						EN		EN							EN						
3427	Neamblysomus julianae						CR		CR							CR						
3428	Necromys amoenus								LC								LC					
3429	Necromys benefactus								LC								LC					
3430	Necromys lactens								LC								LC					
3431	Necromys lasiurus								LC								LC					
3432	Necromys lenguarum								LC								LC					
3433	Necromys obscurus								NT											LC		
3434	Necromys punctulatus								DD											DD		
3435	Necromys temchuki								LC								LC					
3436	Necromys urichi								LC								LC					
3437	Nectogale elegans								LC								LC					
3438	Nectomys apicalis								LC								LC					
3439	Nectomys grandis																			DD		
3440	Nectomys palmipes								LC								LC					
3441	Nectomys rattus								LC								LC					
3442	Nectomys squamipes								LC								LC					
3443	Nelsonia goldmani								EN											EN		
3444	Nelsonia neotomodon								NT											LC		
3445	Neodon forresti								DD								DD					
3446	Neodon irene								LC								LC					
3447	Neodon juldaschi								LC								LC					
3448	Neodon linzhiensis																DD					
3449	Neodon sikimensis								LC								LC					
3450	Neofelis diardi								VU							VU						
3451	Neofelis nebulosa		VU						VU							VU	VU					
3452	Neofiber alleni								LC			LC					LC					
3453	Neohylomys hainanensis								EN								EN					
3454	Neomicroxus bogotensis								LC								LC					
3455	Neomicroxus latebricola								VU								VU			EN		
3456	Neomonachus schauinslandi								CR							EN						
3457	Neomys anomalus								LC								LC					
3458	Neomys fodiens								LC								LC					
3459	Neomys teres								LC								LC					
3460	Neonycteris pusilla								VU								DD					
3461	Neophascogale lorentzii								LC								LC					
3462	Neophoca cinerea								EN							EN						
3463	Neophocaena asiaeorientalis											VU	VU					EN				
3464	Neophocaena phocaenoides											VU	VU					VU				
3465	Neopteryx frosti								EN								EN					
3466	Neoromicia brunnea				NT				NT													
3467	Neoromicia capensis				LC				LC						LC			LC				
3468	Neoromicia flavescens				DD				DD						DD					DD		
3469	Neoromicia guineensis				LC				LC						LC			LC				
3470	Neoromicia helios				DD				DD						DD					DD		
3471	Neoromicia isabella																	DD				
3472	Neoromicia malagasyensis								EN											VU		
3473	Neoromicia matroka								LC									LC				
3474	Neoromicia melckorum				DD				DD						DD					DD		
3475	Neoromicia nana				LC				LC						LC			LC				
3476	Neoromicia rendalli				LC				LC									LC				
3477	Neoromicia robertsi																	DD				
3478	Neoromicia roseveari																	EN				
3479	Neoromicia somalica				LC				LC						LC			LC				
3480	Neoromicia tenuipinnis				LC				LC									LC				
3481	Neoromicia zuluensis				LC				LC									LC				
3482	Neotamias alpinus								LC								LC					
3483	Neotamias amoenus								LC								LC					
3484	Neotamias bulleri								VU								VU					
3485	Neotamias canipes								LC								LC					
3486	Neotamias cinereicollis								LC								LC					
3487	Neotamias dorsalis								LC								LC					
3488	Neotamias durangae								LC								LC					
3489	Neotamias merriami								LC								LC					
3490	Neotamias minimus								LC								LC					
3491	Neotamias obscurus								LC								LC					
3492	Neotamias ochrogenys								LC								LC					
3493	Neotamias palmeri								EN								EN					
3494	Neotamias panamintinus								LC								LC					
